old;new
서울특별시 동대문구 망우로14가길 16;서울특별시 동대문구 휘경동 294-135 해마루빌II
서울특별시 동대문구 한천로66길 25;서울특별시 동대문구 이문동 209-21 서울빌리지 E동
서울특별시 동대문구 한천로66길 29;서울특별시 동대문구 이문동 209-13 서울빌리지
서울특별시 동대문구 한천로 510;서울특별시 동대문구 이문동 209-19 서울빌리지
서울특별시 동대문구 한천로2길 27-6;서울특별시 동대문구 장안동 409-2 씨드하우스1
서울특별시 동대문구 장한로31길 34-11;서울특별시 동대문구 장안동 289-14 한아름빌
서울특별시 동대문구 경동시장로10길 6;서울특별시 동대문구 제기동 622-1 주함해븐빌
서울특별시 동대문구 한천로6길 47-1;서울특별시 동대문구 장안동 407-19
서울특별시 동대문구 한천로6길 47;서울특별시 동대문구 장안동 407-8
서울특별시 동대문구 전농로20가길 6;서울특별시 동대문구 전농동 60-31 다움에코빌
서울특별시 동대문구 망우로18가길 22;서울특별시 동대문구 휘경동 286-165 건스빌
서울특별시 동대문구 천호대로93길 43;서울특별시 동대문구 장안동 443-2 에코바움Ⅰ
서울특별시 동대문구 천호대로93길 47;서울특별시 동대문구 장안동 443-16 에코바움Ⅱ
서울특별시 동대문구 답십리로 130;서울특별시 동대문구 답십리동 1003 래미안위브
서울특별시 동대문구 사가정로 65;서울특별시 동대문구 전농동 690 래미안 크레시티
서울특별시 동대문구 망우로20길 86;서울특별시 동대문구 휘경동 368 브라운스톤휘경
서울특별시 동대문구 천호대로83길 71-7;서울특별시 동대문구 장안동 581 일성트루엘아파트
서울특별시 동대문구 외대역동로 14;서울특별시 동대문구 휘경동 367 휘경센트레빌
서울특별시 동대문구 전농로16길 51;서울특별시 동대문구 전농동 688 래미안아름숲
서울특별시 동대문구 서울시립대로 14;서울특별시 동대문구 답십리동 1002 청계한신휴플러스
서울특별시 동대문구 고산자로29길 18;서울특별시 동대문구 용두동 792-1 래미안허브리츠
서울특별시 동대문구 한천로33길 11;서울특별시 동대문구 답십리동 1000-1 래미안엘파인아파트
서울특별시 동대문구 정릉천동로 16;서울특별시 동대문구 용두동 791 용두 두산위브
서울특별시 동대문구 신이문로 9;서울특별시 동대문구 이문동 428 신이문 금호어울림
서울특별시 동대문구 이문로54길 16;서울특별시 동대문구 이문동 225-1 이문e편한세상아파트
서울특별시 동대문구 제기로26길 26;서울특별시 동대문구 청량리동 213 동부센트레빌아파트
서울특별시 동대문구 답십리로60길 38;서울특별시 동대문구 답십리동 808 대림아파트
서울특별시 동대문구 휘경로11길 52;서울특별시 동대문구 이문동 84-1 중앙하이츠빌
서울특별시 동대문구 답십리로41길 7;서울특별시 동대문구 답십리동 111-1 답십리대우아파트
서울특별시 동대문구 한천로58길 75-45;서울특별시 동대문구 이문동 64-1 쌍용아파트
서울특별시 동대문구 답십리로56길 21-1;서울특별시 동대문구 답십리동 990-1 두산아파트
서울특별시 동대문구 회기로8길 20;서울특별시 동대문구 제기동 1212-1 한신아파트
서울특별시 동대문구 전농로10길 111;서울특별시 동대문구 전농동 10-1 전농SK아파트
서울특별시 동대문구 전농로 190;서울특별시 동대문구 전농동 155-1 전농동삼성아파트
서울특별시 동대문구 답십리로57길 53;서울특별시 동대문구 답십리동 80-1 답십리청솔우성아파트
서울특별시 동대문구 한천로58길 135;서울특별시 동대문구 이문동 54-1 현대아파트
서울특별시 동대문구 한천로11길 10;서울특별시 동대문구 답십리동 10-1 동아아파트
서울특별시 동대문구 서울시립대로 31;서울특별시 동대문구 전농동 645-2 동아아파트
서울특별시 동대문구 제기로 129;서울특별시 동대문구 청량리동 59 한신아파트
서울특별시 동대문구 왕산로19바길 5;서울특별시 동대문구 제기동 274-12 동광펠리스
서울특별시 동대문구 답십리로66길 90-4;서울특별시 동대문구 장안동 166-21
서울특별시 동대문구 답십리로64길 85-5;서울특별시 동대문구 장안동 166-20
서울특별시 동대문구 답십리로64길 85-3;서울특별시 동대문구 장안동 166-11
서울특별시 동대문구 무학로20길 22;서울특별시 동대문구 용두동 129-354
서울특별시 중랑구 동일로144길 31-5;서울특별시 중랑구 묵동 187-7 더휴
서울특별시 중랑구 봉화산로 106-9;서울특별시 중랑구 중화동 9-1 시온아트빌
서울특별시 중랑구 상봉중앙로9길 20;서울특별시 중랑구 중화동 9-3 시온아트빌
서울특별시 중랑구 용마산로100길 39-22;서울특별시 중랑구 망우동 435-16 라온하우스
서울특별시 중랑구 동일로121길 86;서울특별시 중랑구 중화동 299-117 더하우스도도
서울특별시 중랑구 중랑역로3나길 46-17;서울특별시 중랑구 중화동 319-3 라인빌12차
서울특별시 중랑구 동일로157나길 31;서울특별시 중랑구 묵동 244-43 더하우스도도
서울특별시 중랑구 상봉로16길 13;서울특별시 중랑구 망우동 522-14 위성힐하우스
서울특별시 중랑구 상봉로18길 14;서울특별시 중랑구 망우동 522-12 위성힐하우스
서울특별시 중랑구 동일로146길 25;서울특별시 중랑구 묵동 183-7 힐하우스
서울특별시 중랑구 동일로96가길 20;서울특별시 중랑구 면목동 160-20 삼성빌
서울특별시 중랑구 동일로118길 18-8;서울특별시 중랑구 상봉동 119-30 현경팰리스
서울특별시 중랑구 공릉로14길 7-5;서울특별시 중랑구 묵동 159-14 미래지안
서울특별시 중랑구 봉우재로20길 33;서울특별시 중랑구 면목동 143-6 시온그랜드빌
서울특별시 중랑구 중랑역로3다길 33;서울특별시 중랑구 중화동 323-10 JK HOUSE
서울특별시 중랑구 면목로35길 38-6;서울특별시 중랑구 면목동 661-56 베아트리스
서울특별시 중랑구 상봉중앙로5다길 10;서울특별시 중랑구 상봉동 205-46 화인하우스3동
서울특별시 중랑구 봉화산로30길 5-13;서울특별시 중랑구 중화동 10 시온빌라트
서울특별시 중랑구 봉화산로26가길 39-12;서울특별시 중랑구 상봉동 205-8 화인하우스1동
서울특별시 중랑구 상봉중앙로5다길 8;서울특별시 중랑구 상봉동 205-4 화인하우스2동
서울특별시 중랑구 망우로 500;서울특별시 중랑구 망우동 133-14 다우하임 아파트
서울특별시 중랑구 중랑천로 182-1;서울특별시 중랑구 중화동 330-15 새울센스빌
서울특별시 중랑구 봉우재로41길 6;서울특별시 중랑구 상봉동 87-43 청운명가프라임
서울특별시 중랑구 사가정로 374;서울특별시 중랑구 면목동 637-2 킴스타워
서울특별시 중랑구 봉우재로43길 11;서울특별시 중랑구 상봉동 87-21
서울특별시 중랑구 면목천로23길 52;서울특별시 중랑구 면목동 136-8
서울특별시 중랑구 사가정로42길 77-5;서울특별시 중랑구 면목동 339-44
서울특별시 중랑구 동일로149가길 21;서울특별시 중랑구 묵동 245-39
서울특별시 중랑구 공릉로2나길 13;서울특별시 중랑구 묵동 173-27
서울특별시 중랑구 사가정로43길 50;서울특별시 중랑구 면목동 575-25
서울특별시 중랑구 상봉로23길 11;서울특별시 중랑구 상봉동 84-11 솔렌시아 5
서울특별시 중랑구 동일로157길 42;서울특별시 중랑구 묵동 240-55 시온아트빌
서울특별시 중랑구 중랑천로18길 14;서울특별시 중랑구 중화동 323-18 송학에버빌
서울특별시 중랑구 동일로109가길 5;서울특별시 중랑구 면목동 1535 현대휴온아파트
서울특별시 중랑구 중랑천로 212-5;서울특별시 중랑구 중화동 332-78 모두스타빌
서울특별시 중랑구 상봉중앙로5나길 10;서울특별시 중랑구 상봉동 210-26 시온아트빌
서울특별시 중랑구 용마산로96나길 19;서울특별시 중랑구 망우동 437-3 뜨란채
서울특별시 중랑구 봉우재로71길 69;서울특별시 중랑구 망우동 512-15 한일씨티빌
서울특별시 중랑구 봉화산로30길 85;서울특별시 중랑구 상봉동 308-21 시온빌라트
서울특별시 중랑구 동일로126길 96;서울특별시 중랑구 상봉동 200-15 시온빌라트
서울특별시 중랑구 봉화산로30길 89;서울특별시 중랑구 상봉동 308-22 시온빌라트
서울특별시 중랑구 봉화산로30길 81;서울특별시 중랑구 상봉동 308-1 시온빌라트
서울특별시 중랑구 동일로126길 92;서울특별시 중랑구 상봉동 308-1 시온빌라트
서울특별시 중랑구 봉화산로30길 91;서울특별시 중랑구 상봉동 308-23 시온빌라트
서울특별시 중랑구 봉화산로30길 83;서울특별시 중랑구 상봉동 308-21 시온빌라트
서울특별시 중랑구 동일로126길 98;서울특별시 중랑구 상봉동 200-15 시온빌라트
서울특별시 중랑구 용마산로94길 4-3;서울특별시 중랑구 면목동 19-28 힐하우스
서울특별시 중랑구 중랑천로 109;서울특별시 중랑구 중화동 324-14 주함해븐빌
서울특별시 중랑구 용마산로100길 49-33;서울특별시 중랑구 망우동 434-19 타워빌리지Ⅲ
서울특별시 중랑구 상봉중앙로6나길 16;서울특별시 중랑구 상봉동 273-1 연희하이빌
서울특별시 중랑구 동일로136가길 33;서울특별시 중랑구 중화동 34-4
서울특별시 중랑구 용마산로100길 49-22;서울특별시 중랑구 망우동 434-23 스마트빌B동
서울특별시 중랑구 용마산로100길 49-20;서울특별시 중랑구 망우동 434-24 스마트빌 A동
서울특별시 중랑구 용마공원로 41-11;서울특별시 중랑구 망우동 420-25
서울특별시 중랑구 중랑천로20길 39;서울특별시 중랑구 중화동 326-174 가산캐슬
서울특별시 중랑구 겸재로10가길 14;서울특별시 중랑구 면목동 174-89 연희하이빌
서울특별시 중랑구 봉화산로2길 61;서울특별시 중랑구 중화동 327-68 에이스빌
서울특별시 중랑구 용마산로96길 3;서울특별시 중랑구 망우동 442-33
서울특별시 중랑구 동일로111길 5;서울특별시 중랑구 상봉동 127-35 서울빌리지
서울특별시 중랑구 용마산로105길 21;서울특별시 중랑구 망우동 456-2
서울특별시 중랑구 동일로126나길 10;서울특별시 중랑구 상봉동 311 이도빌라
서울특별시 중랑구 숙선옹주로5길 10-23;서울특별시 중랑구 묵동 103-12 로즈빌
서울특별시 중랑구 용마산로117가길 5;서울특별시 중랑구 신내동 494-34 화이트빌
서울특별시 중랑구 겸재로7길 29;서울특별시 중랑구 면목동 177-35
서울특별시 중랑구 동일로104길 3-3;서울특별시 중랑구 면목동 144-14
서울특별시 중랑구 용마공원로 50-6;서울특별시 중랑구 망우동 419-28
서울특별시 중랑구 동일로146길 13;서울특별시 중랑구 묵동 182-25
서울특별시 중랑구 동일로152길 18-13;서울특별시 중랑구 묵동 181-36
서울특별시 중랑구 동일로126길 65-20;서울특별시 중랑구 중화동 158-54
서울특별시 중랑구 중랑천로2길 36;서울특별시 중랑구 면목동 177-59 우영시티빌
서울특별시 중랑구 용마산로 331;서울특별시 중랑구 면목동 468-47 강남캐스빌
서울특별시 중랑구 면목로54길 84-5;서울특별시 중랑구 면목동 58-4 리츠하우스
서울특별시 중랑구 중랑역로14길 58;서울특별시 중랑구 중화동 297-83 영신빌
서울특별시 중랑구 상봉로14길 23;서울특별시 중랑구 망우동 523-41
